path	name	description	domain	subdomain	tags
skills/detecting-container-escape-with-falco-rules/SKILL.md	detecting-container-escape-with-falco-rules	Detect container escape attempts in real-time using Falco runtime security	cybersecurity	container-security	 falco container-escape runtime-security syscall-monitoring kubernetes detection
skills/detecting-container-runtime-threats-with-falco/SKILL.md	detecting-container-runtime-threats-with-falco	Write and deploy Falco rules with the modern eBPF driver to detect container escape, namespace abuse, privileged mounts, and anomalous syscalls at runtime in Kubernetes and Docker.	cybersecurity	container-security	 falco runtime-security ebpf container-escape syscall-monitoring detection-engineering kubernetes threat-detection
skills/detecting-credential-dumping-techniques/SKILL.md	detecting-credential-dumping-techniques	Detect LSASS credential dumping, SAM database extraction, and NTDS.dit	cybersecurity	threat-detection	 credential-dumping lsass mimikatz sysmon active-directory windows-security defense-evasion
skills/detecting-cryptomining-in-cloud/SKILL.md	detecting-cryptomining-in-cloud	'This skill teaches security teams how to detect and respond to unauthorized	cybersecurity	cloud-security	 cryptomining-detection cloud-abuse resource-hijacking guardduty-crypto cost-anomaly
skills/detecting-data-and-model-poisoning/SKILL.md	detecting-data-and-model-poisoning	Identify poisoned training data and backdoored models across the ML pipeline.	cybersecurity	ai-security	 ai-security data-poisoning model-backdoor ml-supply-chain adversarial-robustness-toolbox activation-clustering spectral-signatures model-integrity
skills/detecting-dcsync-attack-in-active-directory/SKILL.md	detecting-dcsync-attack-in-active-directory	Detect DCSync attacks where adversaries abuse Active Directory replication	cybersecurity	threat-hunting	 threat-hunting active-directory dcsync credential-theft mitre-t1003-006 mimikatz kerberos
skills/detecting-deepfake-audio-in-vishing-attacks/SKILL.md	detecting-deepfake-audio-in-vishing-attacks	'Detects AI-generated deepfake audio used in voice phishing (vishing)	cybersecurity	social-engineering-defense	 deepfake-detection vishing audio-forensics MFCC spectral-analysis voice-cloning
skills/detecting-dependency-confusion/SKILL.md	detecting-dependency-confusion	Detect and prevent public-over-private name resolution in npm, PyPI, and Maven.	cybersecurity	supply-chain-security	 supply-chain-security dependency-confusion npm pypi maven package-management devsecops namespace-hijacking
skills/detecting-dll-sideloading-attacks/SKILL.md	detecting-dll-sideloading-attacks	Detect DLL side-loading attacks where adversaries place malicious DLLs	cybersecurity	threat-hunting	 threat-hunting mitre-attack dll-sideloading defense-evasion t1574 edr proactive-detection
skills/detecting-dnp3-protocol-anomalies/SKILL.md	detecting-dnp3-protocol-anomalies	'Detect anomalies in DNP3 (Distributed Network Protocol 3) communications	cybersecurity	ot-ics-security	 ot-security ics dnp3 scada anomaly-detection protocol-analysis energy-sector ids
skills/detecting-dns-exfiltration-with-dns-query-analysis/SKILL.md	detecting-dns-exfiltration-with-dns-query-analysis	Detect data exfiltration through DNS tunneling by analyzing query entropy,	cybersecurity	network-security	 dns-exfiltration dns-tunneling data-exfiltration threat-detection entropy-analysis passive-dns network-monitoring iodine dnscat2
skills/detecting-email-account-compromise/SKILL.md	detecting-email-account-compromise	Detect compromised O365 and Google Workspace email accounts by analyzing	cybersecurity	incident-response	 email-compromise office365 microsoft-graph bec inbox-rules sign-in-analysis account-takeover
skills/detecting-email-forwarding-rules-attack/SKILL.md	detecting-email-forwarding-rules-attack	Detect malicious email forwarding rules created by adversaries to maintain	cybersecurity	threat-hunting	 threat-hunting mitre-attack email-forwarding persistence bec t1114 proactive-detection
skills/detecting-entra-offensive-tools-in-graph-logs/SKILL.md	detecting-entra-offensive-tools-in-graph-logs	Hunt AADGraphActivityLogs and MicrosoftGraphActivityLogs in Microsoft Sentinel/Log Analytics for fingerprints of offensive Entra ID tools such as ROADtools, AADInternals, and AzureHound.	cybersecurity	soc-operations	 threat-hunting entra-id microsoft-graph kql sentinel roadtools aadinternals detection-engineering
skills/detecting-evasion-techniques-in-endpoint-logs/SKILL.md	detecting-evasion-techniques-in-endpoint-logs	'Detects defense evasion techniques used by adversaries in endpoint logs	cybersecurity	endpoint-security	 endpoint edr threat-hunting defense-evasion MITRE-ATT&CK detection-engineering
skills/detecting-exfiltration-over-dns-with-zeek/SKILL.md	detecting-exfiltration-over-dns-with-zeek	Detect DNS-based data exfiltration by analyzing Zeek dns.log for high-entropy	cybersecurity	network-security	 dns-exfiltration zeek entropy-analysis threat-hunting
skills/detecting-fileless-attacks-on-endpoints/SKILL.md	detecting-fileless-attacks-on-endpoints	'Detects fileless malware and in-memory attacks that execute entirely	cybersecurity	endpoint-security	 endpoint fileless-malware memory-attacks PowerShell detection-engineering
skills/detecting-fileless-malware-techniques/SKILL.md	detecting-fileless-malware-techniques	'Detects and analyzes fileless malware that operates entirely in memory	cybersecurity	malware-analysis	 malware fileless LOLBins memory-analysis detection
skills/detecting-golden-ticket-attacks-in-kerberos-logs/SKILL.md	detecting-golden-ticket-attacks-in-kerberos-logs	Detect Golden Ticket attacks in Active Directory by analyzing Kerberos	cybersecurity	threat-hunting	 threat-hunting golden-ticket kerberos active-directory mitre-t1558-001 credential-abuse
skills/detecting-golden-ticket-forgery/SKILL.md	detecting-golden-ticket-forgery	Detect Kerberos Golden Ticket forgery by analyzing Windows Event ID 4769	cybersecurity	threat-detection	 golden-ticket kerberos active-directory mimikatz splunk credential-theft windows-security
skills/detecting-indirect-prompt-injection/SKILL.md	detecting-indirect-prompt-injection	Detect and defend against prompt injection hidden in documents, web pages, and images consumed by an agent.	cybersecurity	ai-security	 ai-security indirect-prompt-injection llm-defense agent-security content-scanning llm-guard multimodal owasp-llm
skills/detecting-insider-data-exfiltration-via-dlp/SKILL.md	detecting-insider-data-exfiltration-via-dlp	'Detects insider data exfiltration by analyzing DLP policy violations,	cybersecurity	security-operations	 insider-threat data-loss-prevention dlp exfiltration-detection ueba security-operations
skills/detecting-insider-threat-behaviors/SKILL.md	detecting-insider-threat-behaviors	Detect insider threat behavioral indicators including unusual data access,	cybersecurity	threat-hunting	 threat-hunting mitre-attack insider-threat data-theft ueba proactive-detection
skills/detecting-insider-threat-with-ueba/SKILL.md	detecting-insider-threat-with-ueba	Implement User and Entity Behavior Analytics using Elasticsearch/OpenSearch	cybersecurity	threat-detection	 ueba insider-threat anomaly-detection elasticsearch behavior-analytics machine-learning siem
skills/detecting-kerberoasting-attacks/SKILL.md	detecting-kerberoasting-attacks	Detect Kerberoasting attacks by monitoring for anomalous Kerberos TGS	cybersecurity	threat-hunting	 threat-hunting mitre-attack kerberoasting credential-access kerberos t1558 proactive-detection
skills/detecting-lateral-movement-in-network/SKILL.md	detecting-lateral-movement-in-network	'Identifies lateral movement techniques in enterprise networks by analyzing	cybersecurity	network-security	 network-security lateral-movement threat-detection siem pass-the-hash
skills/detecting-lateral-movement-with-splunk/SKILL.md	detecting-lateral-movement-with-splunk	Detect adversary lateral movement across networks using Splunk SPL queries	cybersecurity	threat-hunting	 threat-hunting mitre-attack lateral-movement splunk siem proactive-detection ta0008
skills/detecting-lateral-movement-with-zeek/SKILL.md	detecting-lateral-movement-with-zeek	'Detect lateral movement in network traffic using Zeek (formerly Bro)	cybersecurity	network-security	 zeek lateral-movement smb dce-rpc ntlm-spray network-forensics
skills/detecting-living-off-the-land-attacks/SKILL.md	detecting-living-off-the-land-attacks	'Detect abuse of legitimate Windows binaries (LOLBins) used for living	cybersecurity	threat-detection	 lolbins lotl fileless-attacks process-monitoring
skills/detecting-living-off-the-land-with-lolbas/SKILL.md	detecting-living-off-the-land-with-lolbas	Detect Living Off the Land Binaries (LOLBins/LOLBAS) abuse including	cybersecurity	threat-detection	 lolbas lolbins sigma-rules process-monitoring sysmon endpoint-detection threat-hunting
skills/detecting-malicious-npm-packages/SKILL.md	detecting-malicious-npm-packages	Triage npm packages for install-script malware, exfiltration, and worming behavior.	cybersecurity	supply-chain-security	 supply-chain-security npm malware-analysis guarddog install-scripts exfiltration static-analysis threat-detection
skills/detecting-malicious-scheduled-tasks-with-sysmon/SKILL.md	detecting-malicious-scheduled-tasks-with-sysmon	'Detect malicious scheduled task creation and modification using Sysmon	cybersecurity	threat-hunting	 sysmon scheduled-tasks persistence detection threat-hunting windows-security
skills/detecting-mimikatz-execution-patterns/SKILL.md	detecting-mimikatz-execution-patterns	Detect Mimikatz execution through command-line patterns, LSASS access	cybersecurity	threat-hunting	 threat-hunting mitre-attack mimikatz credential-dumping edr t1003 proactive-detection
skills/detecting-misconfigured-azure-storage/SKILL.md	detecting-misconfigured-azure-storage	'Detecting misconfigured Azure Storage accounts including publicly accessible	cybersecurity	cloud-security	 cloud-security azure storage-security blob-storage sas-tokens data-protection
skills/detecting-mobile-malware-behavior/SKILL.md	detecting-mobile-malware-behavior	'Detects and analyzes malicious behavior in mobile applications through	cybersecurity	mobile-security	 mobile-security android ios malware-analysis owasp-mobile penetration-testing
skills/detecting-modbus-command-injection-attacks/SKILL.md	detecting-modbus-command-injection-attacks	'Detect command injection attacks against Modbus TCP/RTU protocol in	cybersecurity	ot-ics-security	 ot-security ics modbus command-injection protocol-analysis ids scada threat-detection
skills/detecting-modbus-protocol-anomalies/SKILL.md	detecting-modbus-protocol-anomalies	'This skill covers detecting anomalies in Modbus/TCP and Modbus RTU communications	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 modbus protocol-anomaly
skills/detecting-model-extraction-attacks/SKILL.md	detecting-model-extraction-attacks	Detect model stealing, model inversion, and membership inference performed through inference-API abuse by monitoring query patterns, applying output perturbation, and red-teaming your own model's extractability.	cybersecurity	ai-security	 ai-security model-extraction membership-inference model-inversion inference-api mitre-atlas query-monitoring mlsecops
skills/detecting-network-anomalies-with-zeek/SKILL.md	detecting-network-anomalies-with-zeek	'Deploys and configures Zeek (formerly Bro) network security monitor	cybersecurity	network-security	 network-security zeek network-monitoring anomaly-detection threat-hunting
skills/detecting-network-scanning-with-ids-signatures/SKILL.md	detecting-network-scanning-with-ids-signatures	Detect network reconnaissance and port scanning using Suricata and Snort	cybersecurity	network-security	 ids nmap-detection port-scanning snort suricata reconnaissance network-security signature-detection threshold-rules
skills/detecting-ntlm-relay-with-event-correlation/SKILL.md	detecting-ntlm-relay-with-event-correlation	'Detect NTLM relay attacks through Windows Security Event correlation	cybersecurity	threat-hunting	 threat-hunting NTLM-relay event-correlation T1557.001 Event-4624 Responder SMB-signing LDAP-signing NTLM-downgrade PetitPotam Active-Directory
skills/detecting-oauth-token-theft/SKILL.md	detecting-oauth-token-theft	'Detects and responds to OAuth token theft and replay attacks in cloud	cybersecurity	cloud-security	 oauth token-theft azure-ad entra-id conditional-access token-replay identity-security PRT
skills/detecting-pass-the-hash-attacks/SKILL.md	detecting-pass-the-hash-attacks	Detect Pass-the-Hash attacks by analyzing NTLM authentication patterns,	cybersecurity	threat-hunting	 threat-hunting mitre-attack pass-the-hash credential-access t1550 proactive-detection
skills/detecting-pass-the-ticket-attacks/SKILL.md	detecting-pass-the-ticket-attacks	Detect Kerberos Pass-the-Ticket (PtT) attacks by analyzing Windows Event	cybersecurity	threat-detection	 kerberos pass-the-ticket active-directory splunk elastic credential-theft windows-security
skills/detecting-port-scanning-with-fail2ban/SKILL.md	detecting-port-scanning-with-fail2ban	'Configures Fail2ban with custom filters and actions to detect port scanning	cybersecurity	network-security	 network-security fail2ban port-scanning intrusion-prevention automated-defense
skills/detecting-privilege-escalation-attempts/SKILL.md	detecting-privilege-escalation-attempts	Detect privilege escalation attempts including token manipulation, UAC	cybersecurity	threat-hunting	 threat-hunting mitre-attack privilege-escalation token-manipulation uac-bypass proactive-detection
skills/detecting-privilege-escalation-in-kubernetes-pods/SKILL.md	detecting-privilege-escalation-in-kubernetes-pods	Detect and prevent privilege escalation in Kubernetes pods by monitoring	cybersecurity	container-security	 kubernetes privilege-escalation security-context capabilities detection pod-security
skills/detecting-process-hollowing-technique/SKILL.md	detecting-process-hollowing-technique	Detect process hollowing (T1055.012) by analyzing memory-mapped sections,	cybersecurity	threat-hunting	 threat-hunting mitre-attack process-hollowing process-injection edr t1055 proactive-detection
skills/detecting-process-injection-techniques/SKILL.md	detecting-process-injection-techniques	'Detects and analyzes process injection techniques used by malware including	cybersecurity	malware-analysis	 malware process-injection detection memory-forensics defense-evasion
skills/detecting-qr-code-phishing-with-email-security/SKILL.md	detecting-qr-code-phishing-with-email-security	Detect and prevent QR code phishing (quishing) attacks that bypass traditional	cybersecurity	phishing-defense	 quishing qr-code phishing email-security image-analysis ocr mobile-security
skills/detecting-ransomware-encryption-behavior/SKILL.md	detecting-ransomware-encryption-behavior	'Detects ransomware encryption activity in real time using entropy analysis,	cybersecurity	ransomware-defense	 ransomware detection entropy behavioral-analysis file-monitoring heuristics
skills/detecting-ransomware-precursors-in-network/SKILL.md	detecting-ransomware-precursors-in-network	'Detects early-stage ransomware indicators in network traffic before	cybersecurity	ransomware-defense	 ransomware detection network-security incident-response defense
skills/detecting-rdp-brute-force-attacks/SKILL.md	detecting-rdp-brute-force-attacks	Detect RDP brute force attacks by analyzing Windows Security Event Logs	cybersecurity	threat-detection	 threat-detection rdp brute-force windows-event-logs blue-team siem
skills/detecting-rootkit-activity/SKILL.md	detecting-rootkit-activity	'Detects rootkit presence on compromised systems by identifying hidden	cybersecurity	malware-analysis	 malware rootkit detection kernel-analysis memory-forensics
skills/detecting-s3-data-exfiltration-attempts/SKILL.md	detecting-s3-data-exfiltration-attempts	'Detecting data exfiltration attempts from AWS S3 buckets by analyzing	cybersecurity	cloud-security	 cloud-security aws s3 data-exfiltration guardduty macie threat-detection
skills/detecting-secure-boot-bypass/SKILL.md	detecting-secure-boot-bypass	Detect bootkits such as BlackLotus and Bootkitty and Secure Boot bypass via DBX and binary checks.	cybersecurity	hardware-firmware-security	 hardware-firmware-security secure-boot uefi bootkit dbx-revocation blacklotus chipsec firmware-integrity
skills/detecting-serverless-function-injection/SKILL.md	detecting-serverless-function-injection	'Detects and prevents code injection attacks targeting serverless functions	cybersecurity	cloud-security	 serverless-security Lambda-injection event-source-poisoning OWASP-serverless IAM-escalation CloudTrail
skills/detecting-service-account-abuse/SKILL.md	detecting-service-account-abuse	Detect abuse of service accounts through anomalous interactive logons,	cybersecurity	threat-hunting	 threat-hunting mitre-attack service-accounts privilege-escalation t1078 proactive-detection
skills/detecting-shadow-api-endpoints/SKILL.md	detecting-shadow-api-endpoints	Discover and inventory shadow API endpoints that operate outside documented	cybersecurity	api-security	 api-security shadow-apis api-discovery undocumented-apis zombie-apis api-inventory attack-surface-management api-governance
skills/detecting-shadow-it-cloud-usage/SKILL.md	detecting-shadow-it-cloud-usage	Detect unauthorized SaaS and cloud service usage (shadow IT) by analyzing	cybersecurity	cloud-security	 shadow-IT SaaS-discovery proxy-logs DNS-analysis netflow cloud-security pandas
skills/detecting-spearphishing-with-email-gateway/SKILL.md	detecting-spearphishing-with-email-gateway	Spearphishing targets specific individuals using personalized, researched	cybersecurity	phishing-defense	 phishing email-security social-engineering dmarc awareness spearphishing email-gateway
skills/detecting-sql-injection-via-waf-logs/SKILL.md	detecting-sql-injection-via-waf-logs	Analyze WAF (ModSecurity/AWS WAF/Cloudflare) logs to detect SQL injection	cybersecurity	security-operations	 waf-log-analysis sql-injection-detection modsecurity aws-waf cloudflare-waf web-application-security
skills/detecting-stuxnet-style-attacks/SKILL.md	detecting-stuxnet-style-attacks	'This skill covers detecting sophisticated cyber-physical attacks that	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 stuxnet plc-integrity apt
skills/detecting-supply-chain-attacks-in-ci-cd/SKILL.md	detecting-supply-chain-attacks-in-ci-cd	'Scans GitHub Actions workflows and CI/CD pipeline configurations for	cybersecurity	security-operations	 supply-chain-security ci-cd-security github-actions pipeline-security dependency-pinning devsecops
skills/detecting-suspicious-oauth-application-consent/SKILL.md	detecting-suspicious-oauth-application-consent	Detect risky OAuth application consent grants in Azure AD / Microsoft	cybersecurity	cloud-security	 OAuth Azure-AD Entra-ID Microsoft-Graph illicit-consent cloud-security application-permissions
skills/detecting-suspicious-powershell-execution/SKILL.md	detecting-suspicious-powershell-execution	Detect suspicious PowerShell execution patterns including encoded commands,	cybersecurity	threat-hunting	 threat-hunting mitre-attack powershell execution t1059 amsi proactive-detection
skills/detecting-t1003-credential-dumping-with-edr/SKILL.md	detecting-t1003-credential-dumping-with-edr	Detect OS credential dumping techniques targeting LSASS memory, SAM database,	cybersecurity	threat-hunting	 threat-hunting credential-dumping lsass mitre-t1003 edr mimikatz ntds sam-database
skills/detecting-t1055-process-injection-with-sysmon/SKILL.md	detecting-t1055-process-injection-with-sysmon	Detect process injection techniques (T1055) including classic DLL injection,	cybersecurity	threat-hunting	 threat-hunting process-injection sysmon mitre-t1055 defense-evasion dll-injection process-hollowing
skills/detecting-t1548-abuse-elevation-control-mechanism/SKILL.md	detecting-t1548-abuse-elevation-control-mechanism	Detect abuse of elevation control mechanisms including UAC bypass, sudo	cybersecurity	threat-hunting	 threat-hunting uac-bypass privilege-escalation mitre-t1548 elevation-control windows-security
skills/detecting-typosquatting-packages/SKILL.md	detecting-typosquatting-packages	Flag misspelled, brandjacked, and typosquatted package names across npm, PyPI, and crates.io before installation using edit-distance, keyboard-proximity, and known-target corpus matching with typomania, OSSGadget, and pypi-scan.	cybersecurity	supply-chain-security	 supply-chain-security typosquatting package-registry npm pypi typomania ossgadget dependency-screening
skills/detecting-typosquatting-packages-in-npm-pypi/SKILL.md	detecting-typosquatting-packages-in-npm-pypi	'Detects typosquatting attacks in npm and PyPI package registries by	cybersecurity	supply-chain-security	 typosquatting npm pypi supply-chain package-security Levenshtein dependency-confusion malicious-packages
skills/detecting-wmi-persistence/SKILL.md	detecting-wmi-persistence	Detect WMI event subscription persistence by analyzing Sysmon Event IDs	cybersecurity	threat-hunting	 threat-hunting wmi persistence sysmon t1546.003 mitre-attack windows dfir
skills/emulating-cloud-attacks-with-stratus-red-team/SKILL.md	emulating-cloud-attacks-with-stratus-red-team	Detonate granular AWS, Azure, GCP, and Kubernetes attack techniques to validate	cybersecurity	cloud-security	 stratus-red-team adversary-emulation cloud-security detection-validation purple-team aws mitre-attack threat-detection
skills/enumerating-cloud-with-cloudfox/SKILL.md	enumerating-cloud-with-cloudfox	Map AWS and Azure attack paths and find exploitable misconfigurations with	cybersecurity	cloud-security	 cloudfox aws azure cloud-pentest attack-paths situational-awareness enumeration offensive-security
skills/eradicating-malware-from-infected-systems/SKILL.md	eradicating-malware-from-infected-systems	Systematically remove malware, backdoors, and attacker persistence mechanisms	cybersecurity	incident-response	 incident-response eradication malware-removal persistence dfir
skills/escaping-containers-to-host/SKILL.md	escaping-containers-to-host	Exploit privileged pods, host mounts, runC CVEs, and exposed Docker sockets to break out of a container and reach the underlying host during authorized container-security assessments.	cybersecurity	container-security	 container-escape privileged-container runc-cve docker-socket host-mount kubernetes privilege-escalation breakout
skills/evaluating-threat-intelligence-platforms/SKILL.md	evaluating-threat-intelligence-platforms	'Evaluates and selects Threat Intelligence Platform (TIP) products based	cybersecurity	threat-intelligence	 TIP ThreatConnect MISP OpenCTI Anomali EclecticIQ STIX-TAXII CTI-program procurement
skills/executing-active-directory-attack-simulation/SKILL.md	executing-active-directory-attack-simulation	'Executes authorized attack simulations against Active Directory environments	cybersecurity	penetration-testing	 Active-Directory BloodHound Mimikatz Kerberoasting domain-compromise
skills/executing-nist-rmf-authorization-to-operate/SKILL.md	executing-nist-rmf-authorization-to-operate	>-	cybersecurity	compliance-governance	 nist-rmf nist-800-37 ato fisma fedramp nist-800-53 fips-199 ssp poam continuous-monitoring governance
skills/executing-phishing-simulation-campaign/SKILL.md	executing-phishing-simulation-campaign	'Executes authorized phishing simulation campaigns to assess an organization''s	cybersecurity	penetration-testing	 phishing-simulation social-engineering GoPhish email-security security-awareness
skills/executing-red-team-engagement-planning/SKILL.md	executing-red-team-engagement-planning	Red team engagement planning is the foundational phase that defines scope,	cybersecurity	red-teaming	 red-team adversary-simulation mitre-attack exploitation post-exploitation engagement-planning rules-of-engagement
skills/executing-red-team-exercise/SKILL.md	executing-red-team-exercise	'Executes comprehensive red team exercises that simulate real-world adversary	cybersecurity	penetration-testing	 red-team adversary-emulation MITRE-ATT&CK Cobalt-Strike detection-assessment
skills/exploiting-active-directory-certificate-services-esc1/SKILL.md	exploiting-active-directory-certificate-services-esc1	Exploit misconfigured Active Directory Certificate Services (AD CS) ESC1	cybersecurity	red-teaming	 red-team active-directory ad-cs esc1 certificate-abuse privilege-escalation domain-escalation
skills/exploiting-active-directory-with-bloodhound/SKILL.md	exploiting-active-directory-with-bloodhound	BloodHound is a graph-based Active Directory reconnaissance tool that	cybersecurity	red-teaming	 red-team adversary-simulation mitre-attack exploitation post-exploitation active-directory bloodhound
skills/exploiting-adcs-with-certipy/SKILL.md	exploiting-adcs-with-certipy	Enumerate and exploit Active Directory Certificate Services ESC1 through ESC16 misconfigurations with Certipy, including SAN abuse, NTLM relay to web enrollment (ESC8), and golden certificate forgery.	cybersecurity	red-teaming	 red-team active-directory adcs certipy esc1 esc8 privilege-escalation pkinit
skills/exploiting-api-injection-vulnerabilities/SKILL.md	exploiting-api-injection-vulnerabilities	'Tests APIs for injection vulnerabilities including SQL injection, NoSQL	cybersecurity	api-security	 api-security owasp injection sqli nosql ssrf command-injection
skills/exploiting-aws-with-pacu/SKILL.md	exploiting-aws-with-pacu	Use Pacu modules for AWS privilege escalation, persistence, and backdooring.	cybersecurity	cloud-security	 pacu aws cloud-pentest privilege-escalation persistence iam-abuse offensive-security red-team
skills/exploiting-bgp-hijacking-vulnerabilities/SKILL.md	exploiting-bgp-hijacking-vulnerabilities	'Analyzes and simulates BGP hijacking scenarios in authorized lab environments	cybersecurity	network-security	 network-security bgp routing-security rpki route-hijacking
skills/exploiting-broken-function-level-authorization/SKILL.md	exploiting-broken-function-level-authorization	'Tests APIs for Broken Function Level Authorization (BFLA) vulnerabilities	cybersecurity	api-security	 api-security owasp authorization bfla privilege-escalation access-control
skills/exploiting-broken-link-hijacking/SKILL.md	exploiting-broken-link-hijacking	Discover and exploit broken link hijacking vulnerabilities by identifying	cybersecurity	web-application-security	 broken-link-hijacking blh subdomain-takeover dead-link expired-domain supply-chain external-resource
skills/exploiting-constrained-delegation-abuse/SKILL.md	exploiting-constrained-delegation-abuse	Exploit Kerberos Constrained Delegation misconfigurations in Active Directory	cybersecurity	red-teaming	 red-team active-directory kerberos constrained-delegation s4u2proxy privilege-escalation lateral-movement
skills/exploiting-deeplink-vulnerabilities/SKILL.md	exploiting-deeplink-vulnerabilities	'Tests and exploits deep link (URL scheme and App Link) vulnerabilities	cybersecurity	mobile-security	 mobile-security android ios deep-links owasp-mobile penetration-testing
skills/exploiting-excessive-data-exposure-in-api/SKILL.md	exploiting-excessive-data-exposure-in-api	'Tests APIs for excessive data exposure where endpoints return more data	cybersecurity	api-security	 api-security owasp data-exposure rest-security pii-leakage
skills/exploiting-http-request-smuggling/SKILL.md	exploiting-http-request-smuggling	Detecting and exploiting HTTP request smuggling vulnerabilities caused	cybersecurity	web-application-security	 penetration-testing request-smuggling http-desync web-security burpsuite owasp
skills/exploiting-idor-vulnerabilities/SKILL.md	exploiting-idor-vulnerabilities	Identifying and exploiting Insecure Direct Object Reference vulnerabilities	cybersecurity	web-application-security	 penetration-testing idor access-control owasp burpsuite web-security
skills/exploiting-insecure-data-storage-in-mobile/SKILL.md	exploiting-insecure-data-storage-in-mobile	'Identifies and exploits insecure local data storage vulnerabilities	cybersecurity	mobile-security	 mobile-security android ios data-storage owasp-mobile penetration-testing
skills/exploiting-insecure-deserialization/SKILL.md	exploiting-insecure-deserialization	Identifying and exploiting insecure deserialization vulnerabilities in	cybersecurity	web-application-security	 penetration-testing deserialization rce owasp web-security ysoserial
skills/exploiting-ipv6-vulnerabilities/SKILL.md	exploiting-ipv6-vulnerabilities	'Identifies and exploits IPv6-specific vulnerabilities including SLAAC	cybersecurity	network-security	 network-security ipv6 slaac router-advertisement dual-stack-security
skills/exploiting-jwt-algorithm-confusion-attack/SKILL.md	exploiting-jwt-algorithm-confusion-attack	'Exploits JWT algorithm confusion vulnerabilities where the server''s	cybersecurity	api-security	 api-security jwt algorithm-confusion token-forgery cryptographic-attack
skills/exploiting-kerberoasting-with-impacket/SKILL.md	exploiting-kerberoasting-with-impacket	Perform Kerberoasting attacks using Impacket's GetUserSPNs to extract	cybersecurity	red-teaming	 kerberoasting impacket active-directory credential-access kerberos t1558-003 service-accounts
skills/exploiting-mass-assignment-in-rest-apis/SKILL.md	exploiting-mass-assignment-in-rest-apis	Discover and exploit mass assignment vulnerabilities in REST APIs to	cybersecurity	web-application-security	 mass-assignment api-security privilege-escalation rest-api autobinding parameter-injection owasp-api
skills/exploiting-ms17-010-eternalblue-vulnerability/SKILL.md	exploiting-ms17-010-eternalblue-vulnerability	MS17-010 (EternalBlue) is a critical vulnerability in Microsoft's SMBv1	cybersecurity	red-teaming	 red-team adversary-simulation mitre-attack exploitation post-exploitation eternalblue smb remote-code-execution
skills/exploiting-nopac-cve-2021-42278-42287/SKILL.md	exploiting-nopac-cve-2021-42278-42287	Exploit the noPac vulnerability chain (CVE-2021-42278 sAMAccountName	cybersecurity	red-teaming	 red-team active-directory nopac cve-2021-42278 cve-2021-42287 privilege-escalation domain-escalation
skills/exploiting-nosql-injection-vulnerabilities/SKILL.md	exploiting-nosql-injection-vulnerabilities	Detect and exploit NoSQL injection vulnerabilities in MongoDB, CouchDB,	cybersecurity	web-application-security	 nosql-injection mongodb authentication-bypass injection-attack web-security database-security api-testing
skills/exploiting-oauth-misconfiguration/SKILL.md	exploiting-oauth-misconfiguration	Identifying and exploiting OAuth 2.0 and OpenID Connect misconfigurations	cybersecurity	web-application-security	 penetration-testing oauth oidc authentication web-security authorization
skills/exploiting-prototype-pollution-in-javascript/SKILL.md	exploiting-prototype-pollution-in-javascript	Detect and exploit JavaScript prototype pollution vulnerabilities on	cybersecurity	web-application-security	 prototype-pollution javascript node-js xss rce property-injection dom-xss server-side-pollution
skills/exploiting-race-condition-vulnerabilities/SKILL.md	exploiting-race-condition-vulnerabilities	Detect and exploit race condition vulnerabilities in web applications	cybersecurity	web-application-security	 race-condition turbo-intruder toctou concurrency single-packet-attack limit-overrun burp-suite
skills/exploiting-server-side-request-forgery/SKILL.md	exploiting-server-side-request-forgery	Identifying and exploiting SSRF vulnerabilities to access internal services,	cybersecurity	web-application-security	 penetration-testing ssrf owasp cloud-security web-security burpsuite
skills/exploiting-smb-vulnerabilities-with-metasploit/SKILL.md	exploiting-smb-vulnerabilities-with-metasploit	'Identifies and exploits SMB protocol vulnerabilities using Metasploit	cybersecurity	network-security	 network-security smb metasploit exploitation eternalblue
skills/exploiting-sql-injection-vulnerabilities/SKILL.md	exploiting-sql-injection-vulnerabilities	'Identifies and exploits SQL injection vulnerabilities in web applications	cybersecurity	penetration-testing	 SQL-injection sqlmap database-security OWASP-A03 injection-testing
skills/exploiting-sql-injection-with-sqlmap/SKILL.md	exploiting-sql-injection-with-sqlmap	Detecting and exploiting SQL injection vulnerabilities using sqlmap to	cybersecurity	web-application-security	 penetration-testing sql-injection sqlmap owasp database-security web-security
skills/exploiting-template-injection-vulnerabilities/SKILL.md	exploiting-template-injection-vulnerabilities	Detecting and exploiting Server-Side Template Injection (SSTI) vulnerabilities	cybersecurity	web-application-security	 penetration-testing ssti template-injection rce web-security owasp
skills/exploiting-type-juggling-vulnerabilities/SKILL.md	exploiting-type-juggling-vulnerabilities	Exploit PHP type juggling vulnerabilities caused by loose comparison	cybersecurity	web-application-security	 type-juggling php-security loose-comparison authentication-bypass magic-hash type-coercion web-security
skills/exploiting-vulnerabilities-with-metasploit-framework/SKILL.md	exploiting-vulnerabilities-with-metasploit-framework	The Metasploit Framework is the world's most widely used penetration	cybersecurity	vulnerability-management	 vulnerability-management cve metasploit exploitation penetration-testing risk
